Município;Taxa_de_desemprego_16a_e+;População_desocupada_16a_e+;População_econom_ativa_16a_e+
150715 SAO DOMINGOS DO ARAGUAIA;7,36;662;8996
150720 SAO DOMINGOS DO CAPIM;4,07;436;10710
150730 SAO FELIX DO XINGU;7,97;2676;33589
150740 SAO FRANCISCO DO PARA;6,05;327;5409
150745 SAO GERALDO DO ARAGUAIA;7,39;728;9849
150746 SAO JOAO DA PONTA;2,28;45;1978
150747 SAO JOAO DE PIRABAS;9,5;631;6642
150750 SAO JOAO DO ARAGUAIA;4,73;205;4337
150760 SAO MIGUEL DO GUAMA;5,44;1084;19926
150770 SAO SEBASTIAO DA BOA VISTA;4,32;323;7485
150775 SAPUCAIA;4,92;111;2258
150780 SENADOR JOSE PORFIRIO;5,05;242;4794
150790 SOURE;10,23;866;8465
150795 TAILANDIA;17,62;4810;27292
150796 TERRA ALTA;10,5;366;3485
150797 TERRA SANTA;5,75;372;6467
150800 TOME-ACU;7,52;1687;22429
150803 TRACUATEUA;11,5;1143;9941
150805 TRAIRAO;4,79;314;6553
150808 TUCUMA;6,86;1174;17114
150810 TUCURUI;9,35;3793;40552
150812 ULIANOPOLIS;13,6;2012;14796
150815 URUARA;5,92;1032;17430
150820 VIGIA;8,98;1676;18671
150830 VISEU;6,59;964;14628
150835 VITORIA DO XINGU;7,81;414;5299
150840 XINGUARA;7,73;1359;17572
160005 SERRA DO NAVIO;16,72;288;1723
160010 AMAPA;14,89;465;3122
160015 PEDRA BRANCA DO AMAPARI;8,28;356;4301
160020 CALCOENE;11,16;415;3720
160021 CUTIAS;10,06;162;1610
160023 FERREIRA GOMES;12,99;307;2364
160025 ITAUBAL;19,08;258;1352
160027 LARANJAL DO JARI;10,79;1726;15992
160030 MACAPA;11,35;20448;180184
160040 MAZAGAO;5,73;322;5620
160050 OIAPOQUE;7,84;640;8166
160053 PORTO GRANDE;13,43;935;6964
160055 PRACUUBA;5,47;65;1189
160060 SANTANA;13,76;5616;40816
160070 TARTARUGALZINHO;9,23;381;4128
160080 VITORIA DO JARI;18,8;766;4074
170025 ABREULANDIA;7,19;78;1085
170030 AGUIARNOPOLIS;7,28;147;2020
170035 ALIANCA DO TOCANTINS;14,34;327;2281
170040 ALMAS;11,61;334;2877
170070 ALVORADA;3,36;136;4042
170100 ANANAS;5,42;206;3802
170105 ANGICO;4,82;59;1224
170110 APARECIDA DO RIO NEGRO;4,92;80;1627
170130 ARAGOMINAS;6,42;167;2602
170190 ARAGUACEMA;7,97;212;2661
170200 ARAGUACU;10,32;397;3846
170210 ARAGUAINA;6,59;4737;71911
170215 ARAGUANA;7,31;155;2121
170220 ARAGUATINS;6,87;778;11324
170230 ARAPOEMA;5,18;148;2858
170240 ARRAIAS;9,72;392;4031
170255 AUGUSTINOPOLIS;7,13;467;6554
170270 AURORA DO TOCANTINS;2,24;31;1382
170290 AXIXA DO TOCANTINS;6,29;217;3452
170300 BABACULANDIA;4,89;192;3930
170305 BANDEIRANTES DO TOCANTINS;5,59;49;876
170307 BARRA DO OURO;15,74;224;1423
170310 BARROLANDIA;10,23;206;2013
170320 BERNARDO SAYAO;6,06;107;1765
170330 BOM JESUS DO TOCANTINS;6,98;115;1648
170360 BRASILANDIA DO TOCANTINS;3,96;32;809
170370 BREJINHO DE NAZARE;8,17;170;2080
170380 BURITI DO TOCANTINS;13,52;435;3218
170382 CACHOEIRINHA;4,52;36;796
170384 CAMPOS LINDOS;17,44;451;2586
170386 CARIRI DO TOCANTINS;7,5;118;1574
170388 CARMOLANDIA;8,79;81;921
170389 CARRASCO BONITO;11,29;147;1302
170390 CASEARA;4,29;80;1863
170410 CENTENARIO;13,09;94;718
170460 CHAPADA DE AREIA;7,17;43;600
170510 CHAPADA DA NATIVIDADE;10,76;111;1032
170550 COLINAS DO TOCANTINS;7,33;1020;13924
170555 COMBINADO;9,58;197;2057
170560 CONCEICAO DO TOCANTINS;7,88;124;1573
170600 COUTO MAGALHAES;10,74;204;1900
170610 CRISTALANDIA;7;203;2899
170625 CRIXAS DO TOCANTINS;5,02;31;618
170650 DARCINOPOLIS;7,14;144;2017
170700 DIANOPOLIS;8,91;753;8451
170710 DIVINOPOLIS DO TOCANTINS;6,4;167;2608
170720 DOIS IRMAOS DO TOCANTINS;1,98;45;2268
170730 DUERE;5,45;104;1909
170740 ESPERANTINA;18,52;475;2565
170755 FATIMA;11,03;168;1523
170765 FIGUEIROPOLIS;10,6;279;2632
170770 FILADELFIA;7,42;213;2872
170820 FORMOSO DO ARAGUAIA;8,27;646;7810
170825 FORTALEZA DO TABOCAO;7,15;70;979
170830 GOIANORTE;6,49;134;2064
170900 GOIATINS;6,59;249;3776
170930 GUARAI;5,7;662;11622
170950 GURUPI;6,48;2568;39657
170980 IPUEIRAS;4,39;26;592
171050 ITACAJA;6,82;155;2272
171070 ITAGUATINS;6,14;107;1742
171090 ITAPIRATINS;5,41;96;1774
171110 ITAPORA DO TOCANTINS;6,31;71;1125
171150 JAU DO TOCANTINS;2,69;41;1524
171180 JUARINA;2,22;19;856
171190 LAGOA DA CONFUSAO;4,62;194;4196
171195 LAGOA DO TOCANTINS;6,54;78;1193
171200 LAJEADO;8,42;104;1235
171215 LAVANDEIRA;7,16;55;768
171240 LIZARDA;4,8;47;979
171245 LUZINOPOLIS;9,59;99;1032
171250 MARIANOPOLIS DO TOCANTINS;5,65;118;2087
171270 MATEIROS;9,11;90;988
171280 MAURILANDIA DO TOCANTINS;3,88;34;876
171320 MIRACEMA DO TOCANTINS;6,13;528;8607
171330 MIRANORTE;6,15;348;5659
171360 MONTE DO CARMO;4,12;94;2284
171370 MONTE SANTO DO TOCANTINS;6,61;51;771
171380 PALMEIRAS DO TOCANTINS;7,81;169;2165
171395 MURICILANDIA;10,38;94;906
171420 NATIVIDADE;9,75;334;3424
171430 NAZARE;9,62;148;1538
171488 NOVA OLINDA;5,27;218;4139
171500 NOVA ROSALANDIA;4,07;51;1253
171510 NOVO ACORDO;5,97;84;1407
171515 NOVO ALEGRE;12,97;135;1041
171525 NOVO JARDIM;9,56;93;973
171550 OLIVEIRA DE FATIMA;4,05;14;346
171570 PALMEIRANTE;5,95;112;1883
171575 PALMEIROPOLIS;9,47;330;3485
171610 PARAISO DO TOCANTINS;6,76;1589;23498
171620 PARANA;18,16;633;3486
171630 PAU D'ARCO;6,83;136;1992
171650 PEDRO AFONSO;6,11;330;5405
171660 PEIXE;5,72;257;4490
171665 PEQUIZEIRO;4,62;93;2013
171670 COLMEIA;5,74;219;3815
171700 PINDORAMA DO TOCANTINS;8,01;134;1673
171720 PIRAQUE;6,9;81;1174
171750 PIUM;6,34;194;3060
171780 PONTE ALTA DO BOM JESUS;12,37;153;1237
171790 PONTE ALTA DO TOCANTINS;4,01;99;2468
171800 PORTO ALEGRE DO TOCANTINS;10,5;114;1086
171820 PORTO NACIONAL;6,74;1599;23741
171830 PRAIA NORTE;8,2;191;2328
171840 PRESIDENTE KENNEDY;9,8;145;1479
171845 PUGMIL;12,92;136;1053
171850 RECURSOLANDIA;3,45;28;811
171855 RIACHINHO;12,1;106;876
171865 RIO DA CONCEICAO;17,62;102;579
171870 RIO DOS BOIS;3,75;39;1039
171875 RIO SONO;3,99;81;2030
171880 SAMPAIO;9,28;126;1358
171884 SANDOLANDIA;7,56;119;1574
171886 SANTA FE DO ARAGUAIA;8,8;215;2443
171888 SANTA MARIA DO TOCANTINS;2,61;29;1109
171889 SANTA RITA DO TOCANTINS;3,25;25;770
171890 SANTA ROSA DO TOCANTINS;7,35;128;1742
171900 SANTA TEREZA DO TOCANTINS;3,11;33;1060
172000 SANTA TEREZINHA DO TOCANTINS;10,77;101;938
172010 SAO BENTO DO TOCANTINS;7,64;131;1714
172015 SAO FELIX DO TOCANTINS;0,34;1;298
172020 SAO MIGUEL DO TOCANTINS;6,33;237;3743
172025 SAO SALVADOR DO TOCANTINS;7,58;63;831
172030 SAO SEBASTIAO DO TOCANTINS;23,75;265;1116
172049 SAO VALERIO;5,64;88;1559
172065 SILVANOPOLIS;7,22;150;2078
172080 SITIO NOVO DO TOCANTINS;10,9;348;3193
172085 SUCUPIRA;5,42;41;757
172090 TAGUATINGA;9,29;532;5724
172093 TAIPAS DO TOCANTINS;18;128;711
172097 TALISMA;4,22;59;1399
172100 PALMAS;6,34;7913;124713
172110 TOCANTINIA;7,78;145;1863
172120 TOCANTINOPOLIS;10,24;944;9215
172125 TUPIRAMA;7,9;50;633
172130 TUPIRATINS;5,73;58;1013
172208 WANDERLANDIA;5,68;241;4240
172210 XAMBIOA;11,95;566;4738
210005 ACAILANDIA;10,96;4680;42701
210010 AFONSO CUNHA;12,99;150;1155
210015 AGUA DOCE DO MARANHAO;7,2;195;2710
210020 ALCANTARA;7,28;539;7403
210030 ALDEIAS ALTAS;10,58;825;7799
210040 ALTAMIRA DO MARANHAO;6,18;159;2572
210043 ALTO ALEGRE DO MARANHAO;11,51;839;7288
210047 ALTO ALEGRE DO PINDARE;9,51;742;7804
210050 ALTO PARNAIBA;13,4;520;3880
210055 AMAPA DO MARANHAO;9,4;210;2235
210060 AMARANTE DO MARANHAO;5,42;721;13301
210070 ANAJATUBA;8,7;840;9660
210080 ANAPURUS;7,66;407;5316
